id,Spruce_x,Sliver Fir_x,Douglas Fir_x,Pine_x,Oak_x,Beech_x,Sycamore_x,Ash_x,sum,Spruce_y,Sliver Fir_y,Douglas Fir_y,Pine_y,Oak_y,Beech_y,Sycamore_y,Ash_y,Others
126628.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279918.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414356.0,True,True,True,True,True,True,True,True,8,0.2,0.15,0.0,0.0,0.0,0.6,0.05,0.0,0.0
282795.0,True,True,True,True,True,True,True,True,8,0.1,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0
264988.0,True,True,True,True,True,True,True,True,8,0.25,0.0,0.0,0.6,0.0,0.15,0.0,0.0,0.0
283837.0,True,True,True,True,True,True,True,True,8,0.05,0.25,0.6,0.0,0.0,0.1,0.0,0.0,0.0
353830.0,True,True,True,True,True,True,True,True,8,0.05,0.45,0.0,0.0,0.25,0.2,0.0,0.0,0.05
78060.0,True,True,True,True,True,True,True,True,8,0.3,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0
92882.0,True,True,True,True,True,True,True,True,8,0.4,0.1,0.1,0.0,0.0,0.2,0.15,0.0,0.05
297361.0,True,True,True,True,True,True,True,True,8,0.0,0.0,0.0,0.05,0.25,0.7,0.0,0.0,0.0
358090.0,True,True,True,True,True,True,True,True,8,0.15,0.25,0.0,0.5,0.0,0.1,0.0,0.0,0.0
73138.0,True,True,True,True,True,True,True,True,8,0.0,0.0,0.0,0.0,0.05,0.15,0.35,0.4,0.05
91860.0,True,True,True,True,True,True,True,True,8,0.7,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0
363658.0,True,True,True,True,True,True,True,True,8,0.15,0.0,0.0,0.6,0.1,0.15,0.0,0.0,0.0
355808.0,True,True,True,True,True,True,True,True,8,0.35,0.2,0.4,0.0,0.0,0.05,0.0,0.0,0.0
179692.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125632.0,True,True,True,True,True,True,True,True,8,0.8,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0
162427.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392184.0,True,True,True,True,True,True,True,True,8,0.75,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.0
50673.0,True,True,True,True,True,True,True,True,8,0.35,0.3,0.0,0.0,0.0,0.35,0.0,0.0,0.0
89872.0,True,True,True,True,True,True,True,True,8,0.05,0.0,0.0,0.7,0.05,0.2,0.0,0.0,0.0
107911.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45931.0,True,True,True,True,True,True,True,True,8,0.05,0.0,0.0,0.0,0.3,0.4,0.1,0.1,0.05
138522.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98303.0,True,True,True,True,True,True,True,True,8,0.85,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0
223548.0,True,True,True,True,True,True,True,True,8,0.9,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0
214993.0,True,True,True,True,True,True,True,True,8,0.05,0.4,0.0,0.5,0.0,0.05,0.0,0.0,0.0
70694.0,True,True,True,True,True,True,True,True,8,0.8,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0
81015.0,True,True,True,True,True,True,True,True,8,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0
372056.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390141.0,True,True,True,True,True,True,True,True,8,0.55,0.35,0.0,0.05,0.0,0.05,0.0,0.0,0.0
324402.0,True,True,True,True,True,True,True,True,8,0.1,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0
10393.0,True,True,True,True,True,True,True,True,8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103178.0,True,True,True,True,True,True,True,True,8,0.3,0.25,0.3,0.0,0.0,0.15,0.0,0.0,0.0
180961.0,True,True,True,True,True,True,True,True,8,0.2,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.0
132078.0,True,True,True,True,True,True,True,True,8,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18957.0,True,True,True,True,True,True,True,True,8,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
197529.0,True,True,True,True,True,True,True,True,8,0.35,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.05
233852.0,True,True,True,True,True,True,True,True,8,0.3,0.65,0.0,0.0,0.0,0.05,0.0,0.0,0.0
55570.0,True,True,True,True,True,True,True,True,8,0.2,0.45,0.0,0.1,0.05,0.15,0.0,0.0,0.05
206438.0,True,True,True,True,True,True,True,True,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180996.0,True,True,True,True,True,True,True,True,8,0.2,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0
412506.0,True,True,True,True,True,True,True,True,8,0.6,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0
158213.0,True,True,True,True,True,True,True,True,8,0.85,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0
